기준년월,지자체,방문자 구분,방문자수
202305,충청남도,외부방문자(b+c),1.0579387E7
202305,전라북도,외지인방문자(b),5634288.0
202305,전라북도,외국인방문자(c),135129.0
202305,전라북도,외부방문자(b+c),5769417.0
202305,전라남도,외지인방문자(b),8619055.0
202305,전라남도,외국인방문자(c),206415.0
202305,전라남도,외부방문자(b+c),8825469.0
202305,경상북도,외지인방문자(b),1.1576485E7
202305,경상북도,외국인방문자(c),246335.0
202305,경상북도,외부방문자(b+c),1.182282E7
202305,경상남도,외지인방문자(b),9398436.0
202305,경상남도,외국인방문자(c),286649.0
202305,경상남도,외부방문자(b+c),9685084.0
202305,제주특별자치도,외지인방문자(b),4226065.0
202305,제주특별자치도,외국인방문자(c),222012.0
202305,제주특별자치도,외부방문자(b+c),4448076.0
